"","rowID","speciesID","common_name","species","sara_status","taxonomic_group","Class","Phylum","Order","Family","DFO","population","subspecies","paperID","year_published","doc_citation","date_accessed","rsf","North_America","subspecies_model","date_data_extraction","rationale_ne","reviewer_initials","extraction_method","inc_analysis","pop_model_notes","motivation","built_sdm_historical","historical_year","built_sdm_present","present_years","proj_future","proj_future_year","proj_present","proj_present_year","proj_present_motive","backcast","back_year","predictors","num_species","extent_region","region_notes","spatial_limits","notes_spatial_limit","built_CA","built_US","built_MX","focus_CA","focus_US","focus_MX","obj_cc_vulnerability","obj_conservation","obj_method","obj_other","obj_text","secondary_model","Notes","remove","rationale","sdm_na","cc_sdm_na","sdm_no_cc_na","sdm_ca","cc_sdm_ca","sdm_no_cc_ca","rsf_sdm_na"
"575",883,312,"spring salamander adirondack/appalachian population","Gyrinophilus porphyriticus","Threatened","Amphibians","Amphibia","Chordata","Caudata","Plethodontidae",0,1,0,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,0,"2023-03-06",NA,"HK","1",NA,"not population specific, but entire range of this species was included","Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,1,1,0,1,1,0,1
"576",906,33,"barn swallow","Hirundo rustica","Threatened","Birds","Aves","Chordata","Passeriformes","Hirundinidae",0,0,0,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,0,"2023-03-06",NA,"HK","1",NA,NA,"Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,1,1,0,1,1,0,1
"577",910,437,"harlequin duck eastern population","Histrionicus histrionicus","Special Concern","Birds","Aves","Chordata","Anseriformes","Anatidae",0,1,0,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,0,"2023-03-06",NA,"HK","1",NA,"not population specific, but entire range of this species was included","Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,1,1,0,1,1,0,1
"578",919,463,"wood thrush","Hylocichla mustelina","Threatened","Birds","Aves","Chordata","Passeriformes","Turdidae",0,0,0,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,0,"2023-03-06",NA,"HK","1",NA,NA,"Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,1,1,0,1,1,0,1
"579",933,183,"yellow-breasted chat auricollis subspecies southern mountain population","Icteria virens auricollis","Endangered","Birds","Aves","Chordata","Passeriformes","Icteridae",0,1,1,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,2,"2023-03-06",NA,"HK","1",NA,"not population specific, but entire range of this species was included","Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,0,0,0,0,0,0,0
"580",940,176,"yellow-breasted chat virens subspecies","Icteria virens virens","Endangered","Birds","Aves","Chordata","Passeriformes","Icteridae",0,0,1,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,2,"2023-03-06",NA,"HK","1",NA,NA,"Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,0,0,0,0,0,0,0
"581",955,182,"least bittern","Ixobrychus exilis","Threatened","Birds","Aves","Chordata","Pelecaniformes","Ardeidae",0,0,0,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,0,"2023-03-06",NA,"HK","1",NA,NA,"Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,1,1,0,1,1,0,1
"582",982,16,"loggerhead shrike prairie subspecies","Lanius ludovicianus excubitorides","Threatened","Birds","Aves","Chordata","Passeriformes","Laniidae",0,0,1,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,2,"2023-03-06",NA,"HK","1",NA,NA,"Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,0,0,0,0,0,0,0
"583",1015,384,"northern leopard frog western boreal/prairie populations","Lithobates pipiens","Special Concern","Amphibians","Amphibia","Chordata","Anura","Ranidae",0,1,0,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,0,"2023-03-06",NA,"HK","1",NA,"not population specific, but entire range of this species was included","Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,1,1,0,1,1,0,1
"584",1035,388,"northern leopard frog rocky mountain population","Lithobates pipiens","Endangered","Amphibians","Amphibia","Chordata","Anura","Ranidae",0,1,0,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,0,"2023-03-06",NA,"HK","1",NA,"not population specific, but entire range of this species was included","Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,1,1,0,1,1,0,1
"585",1050,114,"red crossbill percna subspecies","Loxia curvirostra percna","Endangered","Birds","Aves","Chordata","Passeriformes","Fringillidae",0,0,1,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,2,"2023-03-06",NA,"HK","1",NA,NA,"Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,0,0,0,0,0,0,0
"586",1074,308,"american marten newfoundland population","Martes americana atrata","Threatened","Mammals (terrestrial)","Mammalia","Chordata","Carnivora","Mustelidae",0,1,1,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,2,"2023-03-06",NA,"HK","1",NA,"not population specific, but entire range of this species was included","Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,0,0,0,0,0,0,0
"587",1114,339,"red-headed woodpecker","Melanerpes erythrocephalus","Threatened","Birds","Aves","Chordata","Piciformes","Picidae",0,0,0,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,0,"2023-03-06",NA,"HK","1",NA,NA,"Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,1,1,0,1,1,0,1
"588",1119,338,"lewis's woodpecker","Melanerpes lewis","Threatened","Birds","Aves","Chordata","Piciformes","Picidae",0,0,0,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,0,"2023-03-06",NA,"HK","1",NA,NA,"Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,1,1,0,1,1,0,1
"589",1128,337,"woodland vole","Microtus pinetorum","Special Concern","Mammals (terrestrial)","Mammalia","Chordata","Rodentia","Cricetidae",0,0,0,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,0,"2023-03-06",NA,"HK","1",NA,NA,"Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,1,1,0,1,1,0,1
"590",1140,112,"ermine haidarum subspecies","Mustela erminea haidarum","Threatened","Mammals (terrestrial)","Mammalia","Chordata","Carnivora","Mustelidae",0,0,1,80,2013,"Lawler, J. J., Ruesch, A. S., Olden, J. D., & McRae, B. H. (2013). Projected climate-driven faunal movement routes. Ecology Letters, 16(8), 1014–1022. https://doi.org/10.1111/ele.12132","2023-03-01",0,1,2,"2023-03-06",NA,"HK","1",NA,NA,"Investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. Map routes that mammals, birds and amphibians would use to track climate change while avoiding hum disturbance. Highlight areas that would be needed for movement, but where opportunities for movement are limited. ",0,NA,0,NA,1,"2071-2100",0,NA,NA,0,NA,"1","2903","North America, South America",NA,1,NA,NA,NA,NA,"1","1","1",1,0,0,0,"Historically, many species moved great distances as climates changed. However, modern movements will be limited by the patterns of human-dominated landscapes. Here, we use a combination of projected climate-driven shifts in the distributions of 2903 vertebrate species, estimated current human impacts on the landscape, and movement models, to determine through which areas in the western hemisphere species will likely need to move to track suitable climates. ... Here, we investigate potential movement routes for vertebrates across human-dominated landscapes of the western hemisphere in response to projected changes in end-of-century climate. By coupling recent advances in species distribution modeling with landscape connectivity analyses, we map routes that would allow 2903 species of mammals, birds and amphibians to track suitable climates while avoiding, when possible, areas that are heavily impacted by human activities. We analyse the resulting maps to highlight areas that will likely provide for species movements in the future and conversely areas through which many species will likely need to move but in which opportunities for movement will be more limited.",1,"SDMs were built in Lawler 2009 paper. Not confident that all of these species were modelled. Lawler 2013 used a subset of the models produced in Lawler 2009, but didn’t include a species list",0,NA,0,0,0,0,0,0,0
